year,county,fuel_type,make,model,number_of_vehicles
2021,Riverside,BEV,Chevrolet,Bolt EV,454
2021,Riverside,BEV,Ford,Mustang Mach-E,397
2021,Riverside,BEV,Hyundai,Ioniq BEV,46
2021,Riverside,BEV,Hyundai,Kona EV,214
2021,Riverside,BEV,Jaguar,I-PACE,9
2021,Riverside,BEV,Kia,Niro EV,90
2021,Riverside,BEV,Mazda,MX-30 EV,2
2021,Riverside,BEV,MINI,Hardtop 2 Door,14
2021,Riverside,BEV,Nissan,Leaf,134
2021,Riverside,BEV,Polestar,2,17
2021,Riverside,BEV,Porsche,Taycan,69
2021,Riverside,BEV,Rivian,R1T,3
2021,Riverside,BEV,Tesla,Model 3,3287
2021,Riverside,BEV,Tesla,Model S,260
2021,Riverside,BEV,Tesla,Model X,64
2021,Riverside,BEV,Tesla,Model Y,2500
2021,Riverside,BEV,Volkswagen,e-Golf,6
2021,Riverside,BEV,Volkswagen,ID.4,299
2021,Riverside,BEV,Volvo,XC40,40
2021,Riverside,PHEV,Audi,A3 Sportback e-tron,1
2021,Riverside,PHEV,Audi,A7,6
2021,Riverside,PHEV,Audi,A8 L,3
2021,Riverside,PHEV,Audi,Q5,79
2021,Riverside,PHEV,BMW,3 Series,115
2021,Riverside,PHEV,BMW,5 Series,139
2021,Riverside,PHEV,BMW,7 Series,1
2021,Riverside,PHEV,BMW,i3 REx,52
2021,Riverside,PHEV,BMW,i8,5
2021,Riverside,PHEV,BMW,X3,60
2021,Riverside,PHEV,BMW,X5,68
2021,Riverside,PHEV,Chevrolet,Volt,21
2021,Riverside,PHEV,Chrysler,Pacifica Hybrid,105
2021,Riverside,PHEV,Ford,Escape PHEV,21
2021,Riverside,PHEV,Ford,Fusion Energi,36
2021,Riverside,PHEV,Honda,Clarity PHEV,143
2021,Riverside,PHEV,Hyundai,Ioniq PHEV,119
2021,Riverside,PHEV,Hyundai,Santa Fe PHEV,63
2021,Riverside,PHEV,Hyundai,Sonata PHEV,1
2021,Riverside,PHEV,Hyundai,Tucson PHEV,33
2021,Riverside,PHEV,Jeep,Wrangler Unlimited,288
2021,Riverside,PHEV,Karma,GS-6,1
2021,Riverside,PHEV,Karma,Revero,2
2021,Riverside,PHEV,Kia,Niro PHEV,63
2021,Riverside,PHEV,Kia,Optima PHEV,2
2021,Riverside,PHEV,Kia,Sorento PHEV,24
2021,Riverside,PHEV,Land Rover,Range Rover,4
2021,Riverside,PHEV,Land Rover,Range Rover Sport,4
2021,Riverside,PHEV,Lincoln,Aviator,15
2021,Riverside,PHEV,Lincoln,Corsair,4
2021,Riverside,PHEV,Mercedes-Benz,GLC,2
2021,Riverside,PHEV,Mercedes-Benz,GLE,1
2021,Riverside,PHEV,MINI,Countryman PHEV,4
2021,Riverside,PHEV,Mitsubishi,Outlander PHEV,15
2021,Riverside,PHEV,Polestar,1,2
2021,Riverside,PHEV,Porsche,Cayenne,14
2021,Riverside,PHEV,Porsche,Panamera,8
2021,Riverside,PHEV,Subaru,Crosstrek,48
2021,Riverside,PHEV,Toyota,Prius Prime,857
2021,Riverside,PHEV,Toyota,RAV4 Prime,412
2021,Riverside,PHEV,Volvo,S60,11
2021,Riverside,PHEV,Volvo,S90,2
2021,Riverside,PHEV,Volvo,V60,1
2021,Riverside,PHEV,Volvo,XC60,37
2021,Riverside,PHEV,Volvo,XC90,82
2021,Riverside,FCEV,Honda,Clarity Fuel Cell,8
2021,Riverside,FCEV,Hyundai,Nexo,2
2021,Riverside,FCEV,Toyota,Mirai,50
2021,Sacramento,BEV,Audi,e-tron,27
2021,Sacramento,BEV,Audi,e-tron GT,1
2021,Sacramento,BEV,Audi,e-tron Sportback,10
2021,Sacramento,BEV,BMW,i3,10
2021,Sacramento,BEV,Chevrolet,Bolt EUV,10
2021,Sacramento,BEV,Chevrolet,Bolt EV,313
2021,Sacramento,BEV,Ford,Focus,1
2021,Sacramento,BEV,Ford,Mustang Mach-E,192
2021,Sacramento,BEV,Hyundai,Ioniq BEV,25
2021,Sacramento,BEV,Hyundai,Kona EV,94
2021,Sacramento,BEV,Jaguar,I-PACE,2
2021,Sacramento,BEV,Kia,Niro EV,90
2021,Sacramento,BEV,Mazda,MX-30 EV,4
2021,Sacramento,BEV,MINI,Hardtop 2 Door,18
2021,Sacramento,BEV,Nissan,Leaf,156
2021,Sacramento,BEV,Polestar,2,10
2021,Sacramento,BEV,Porsche,Taycan,25
2021,Sacramento,BEV,Rivian,R1T,2
2021,Sacramento,BEV,Tesla,Model 3,1676
2021,Sacramento,BEV,Tesla,Model S,121
2021,Sacramento,BEV,Tesla,Model X,47
2021,Sacramento,BEV,Tesla,Model Y,1436
2021,Sacramento,BEV,Volkswagen,e-Golf,6
2021,Sacramento,BEV,Volkswagen,ID.4,141
2021,Sacramento,BEV,Volvo,XC40,24
2021,Sacramento,PHEV,Audi,A3 Sportback e-tron,3
2021,Sacramento,PHEV,Audi,A7,3
2021,Sacramento,PHEV,Audi,Q5,44
2021,Sacramento,PHEV,BMW,3 Series,26
2021,Sacramento,PHEV,BMW,5 Series,39
2021,Sacramento,PHEV,BMW,7 Series,2
2021,Sacramento,PHEV,BMW,i3 REx,12
2021,Sacramento,PHEV,BMW,i8,1
2021,Sacramento,PHEV,BMW,X3,37
2021,Sacramento,PHEV,BMW,X5,40
2021,Sacramento,PHEV,Chevrolet,Volt,8
2021,Sacramento,PHEV,Chrysler,Pacifica Hybrid,106
2021,Sacramento,PHEV,Ferrari,SF90 Stradale,1
2021,Sacramento,PHEV,Ford,Escape PHEV,15
2021,Sacramento,PHEV,Ford,Fusion Energi,19
2021,Sacramento,PHEV,Honda,Clarity PHEV,169
2021,Sacramento,PHEV,Hyundai,Ioniq PHEV,27
2021,Sacramento,PHEV,Hyundai,Santa Fe PHEV,20
2021,Sacramento,PHEV,Hyundai,Sonata PHEV,1
2021,Sacramento,PHEV,Hyundai,Tucson PHEV,7
2021,Sacramento,PHEV,Jeep,Wrangler Unlimited,98
2021,Sacramento,PHEV,Kia,Niro PHEV,56
2021,Sacramento,PHEV,Kia,Sorento PHEV,12
2021,Sacramento,PHEV,Land Rover,Range Rover,4
2021,Sacramento,PHEV,Land Rover,Range Rover Sport,5
2021,Sacramento,PHEV,Lincoln,Aviator,6
2021,Sacramento,PHEV,Lincoln,Corsair,2
2021,Sacramento,PHEV,Mercedes-Benz,GLC,1
2021,Sacramento,PHEV,MINI,Countryman PHEV,2
2021,Sacramento,PHEV,Mitsubishi,Outlander PHEV,7
2021,Sacramento,PHEV,Porsche,Cayenne,3
2021,Sacramento,PHEV,Porsche,Panamera,2
2021,Sacramento,PHEV,Subaru,Crosstrek,52
2021,Sacramento,PHEV,Toyota,Prius Prime,530
2021,Sacramento,PHEV,Toyota,RAV4 Prime,247
2021,Sacramento,PHEV,Volvo,S60,6
2021,Sacramento,PHEV,Volvo,V60,2
2021,Sacramento,PHEV,Volvo,XC60,26
2021,Sacramento,PHEV,Volvo,XC90,48
2021,Sacramento,FCEV,Honda,Clarity Fuel Cell,5
2021,Sacramento,FCEV,Hyundai,Nexo,11
2021,Sacramento,FCEV,Toyota,Mirai,66
2021,San Benito,BEV,Audi,e-tron,2
2021,San Benito,BEV,Chevrolet,Bolt EUV,2
2021,San Benito,BEV,Chevrolet,Bolt EV,17
2021,San Benito,BEV,Ford,Mustang Mach-E,10
2021,San Benito,BEV,Hyundai,Ioniq BEV,1
2021,San Benito,BEV,Hyundai,Kona EV,3
2021,San Benito,BEV,Kia,Niro EV,2
2021,San Benito,BEV,Mazda,MX-30 EV,1
2021,San Benito,BEV,Nissan,Leaf,5
2021,San Benito,BEV,Tesla,Model 3,100
2021,San Benito,BEV,Tesla,Model S,7
2021,San Benito,BEV,Tesla,Model X,2
2021,San Benito,BEV,Tesla,Model Y,57
2021,San Benito,BEV,Volkswagen,e-Golf,1
2021,San Benito,BEV,Volkswagen,ID.4,7
2021,San Benito,BEV,Volvo,XC40,1
2021,San Benito,PHEV,Audi,Q5,1
2021,San Benito,PHEV,BMW,3 Series,2
2021,San Benito,PHEV,BMW,5 Series,3
2021,San Benito,PHEV,BMW,X3,3
2021,San Benito,PHEV,BMW,X5,1
2021,San Benito,PHEV,Chevrolet,Volt,2
2021,San Benito,PHEV,Chrysler,Pacifica Hybrid,4
2021,San Benito,PHEV,Ford,Escape PHEV,2
2021,San Benito,PHEV,Ford,Fusion Energi,3
2021,San Benito,PHEV,Honda,Clarity PHEV,1
2021,San Benito,PHEV,Hyundai,Ioniq PHEV,2
2021,San Benito,PHEV,Hyundai,Santa Fe PHEV,2
2021,San Benito,PHEV,Jeep,Wrangler Unlimited,12
2021,San Benito,PHEV,Kia,Niro PHEV,2
2021,San Benito,PHEV,Lincoln,Aviator,3
2021,San Benito,PHEV,Subaru,Crosstrek,3
2021,San Benito,PHEV,Toyota,Prius Prime,23
2021,San Benito,PHEV,Toyota,RAV4 Prime,9
2021,San Benito,PHEV,Volvo,XC60,1
2021,San Benito,PHEV,Volvo,XC90,1
2021,San Benito,FCEV,Toyota,Mirai,1
2021,San Bernardino,BEV,Audi,e-tron,43
2021,San Bernardino,BEV,Audi,e-tron GT,2
2021,San Bernardino,BEV,Audi,e-tron Sportback,8
2021,San Bernardino,BEV,BMW,i3,30
2021,San Bernardino,BEV,Chevrolet,Bolt EUV,47
2021,San Bernardino,BEV,Chevrolet,Bolt EV,290
2021,San Bernardino,BEV,Ford,Mustang Mach-E,242
2021,San Bernardino,BEV,Honda,Clarity BEV,3
2021,San Bernardino,BEV,Hyundai,Ioniq BEV,24
2021,San Bernardino,BEV,Hyundai,Kona EV,110
2021,San Bernardino,BEV,Jaguar,I-PACE,8
2021,San Bernardino,BEV,Kia,Niro EV,53
2021,San Bernardino,BEV,Lucid,Air,1
2021,San Bernardino,BEV,Mazda,MX-30 EV,5
2021,San Bernardino,BEV,Mercedes-Benz,EQS,1
2021,San Bernardino,BEV,MINI,Hardtop 2 Door,10
2021,San Bernardino,BEV,Nissan,Leaf,140
2021,San Bernardino,BEV,Polestar,2,9
2021,San Bernardino,BEV,Porsche,Taycan,53
2021,San Bernardino,BEV,Rivian,R1T,1
2021,San Bernardino,BEV,Tesla,Model 3,2426
2021,San Bernardino,BEV,Tesla,Model S,144
2021,San Bernardino,BEV,Tesla,Model X,60
2021,San Bernardino,BEV,Tesla,Model Y,1974
2021,San Bernardino,BEV,Volkswagen,e-Golf,7
2021,San Bernardino,BEV,Volkswagen,ID.4,146
2021,San Bernardino,BEV,Volvo,XC40,19
2021,San Bernardino,PHEV,Audi,A3 Sportback e-tron,1
2021,San Bernardino,PHEV,Audi,A7,8
2021,San Bernardino,PHEV,Audi,Q5,36
2021,San Bernardino,PHEV,BMW,3 Series,86
2021,San Bernardino,PHEV,BMW,5 Series,115
2021,San Bernardino,PHEV,BMW,7 Series,3
2021,San Bernardino,PHEV,BMW,i3 REx,34
2021,San Bernardino,PHEV,BMW,i8,11
2021,San Bernardino,PHEV,BMW,X3,34
2021,San Bernardino,PHEV,BMW,X5,56
2021,San Bernardino,PHEV,Chevrolet,Volt,16
2021,San Bernardino,PHEV,Chrysler,Pacifica Hybrid,90
2021,San Bernardino,PHEV,Ferrari,SF90 Stradale,1
2021,San Bernardino,PHEV,Ford,Escape PHEV,6
2021,San Bernardino,PHEV,Ford,Fusion Energi,28
2021,San Bernardino,PHEV,Honda,Clarity PHEV,132
2021,San Bernardino,PHEV,Hyundai,Ioniq PHEV,84
2021,San Bernardino,PHEV,Hyundai,Santa Fe PHEV,36
2021,San Bernardino,PHEV,Hyundai,Tucson PHEV,22
2021,San Bernardino,PHEV,Jeep,Wrangler Unlimited,200
2021,San Bernardino,PHEV,Kia,Niro PHEV,54
2021,San Bernardino,PHEV,Kia,Sorento PHEV,19
2021,San Bernardino,PHEV,Land Rover,Range Rover,1
2021,San Bernardino,PHEV,Land Rover,Range Rover Sport,1
2021,San Bernardino,PHEV,Lincoln,Aviator,13
2021,San Bernardino,PHEV,Lincoln,Corsair,2
2021,San Bernardino,PHEV,Mercedes-Benz,GLE,1
2021,San Bernardino,PHEV,MINI,Countryman PHEV,4
2021,San Bernardino,PHEV,Mitsubishi,Outlander PHEV,23
2021,San Bernardino,PHEV,Porsche,Cayenne,7
2021,San Bernardino,PHEV,Porsche,Panamera,6
2021,San Bernardino,PHEV,Subaru,Crosstrek,53
2021,San Bernardino,PHEV,Toyota,Prius Prime,743
2021,San Bernardino,PHEV,Toyota,RAV4 Prime,419
2021,San Bernardino,PHEV,Volvo,S60,9
2021,San Bernardino,PHEV,Volvo,S90,1
2021,San Bernardino,PHEV,Volvo,V60,2
2021,San Bernardino,PHEV,Volvo,XC60,26
2021,San Bernardino,PHEV,Volvo,XC90,53
2021,San Bernardino,FCEV,Honda,Clarity Fuel Cell,6
2021,San Bernardino,FCEV,Hyundai,Nexo,5
2021,San Bernardino,FCEV,Toyota,Mirai,52
2021,San Diego,BEV,Audi,e-tron,184
2021,San Diego,BEV,Audi,e-tron GT,16
2021,San Diego,BEV,Audi,e-tron Sportback,46
2021,San Diego,BEV,Audi,RS e-tron GT,6
2021,San Diego,BEV,BMW,i3,71
2021,San Diego,BEV,Chevrolet,Bolt EUV,81
2021,San Diego,BEV,Chevrolet,Bolt EV,958
2021,San Diego,BEV,FIAT,500e,1
2021,San Diego,BEV,Ford,Focus,1
2021,San Diego,BEV,Ford,Mustang Mach-E,601
2021,San Diego,BEV,Hyundai,Ioniq BEV,75
2021,San Diego,BEV,Hyundai,Kona EV,361
2021,San Diego,BEV,Jaguar,I-PACE,20
2021,San Diego,BEV,Kia,Niro EV,337
2021,San Diego,BEV,Lucid,Air,2
2021,San Diego,BEV,Mazda,MX-30 EV,11
2021,San Diego,BEV,Mercedes-Benz,EQS,7
2021,San Diego,BEV,MINI,Hardtop 2 Door,93
2021,San Diego,BEV,Nissan,Leaf,472
2021,San Diego,BEV,Polestar,2,29
2021,San Diego,BEV,Porsche,Taycan,227
2021,San Diego,BEV,Rivian,R1T,9
2021,San Diego,BEV,Smart,EQ Fortwo,1
2021,San Diego,BEV,Tesla,Model 3,5940
2021,San Diego,BEV,Tesla,Model S,570
2021,San Diego,BEV,Tesla,Model X,189
2021,San Diego,BEV,Tesla,Model Y,5280
2021,San Diego,BEV,Volkswagen,e-Golf,27
2021,San Diego,BEV,Volkswagen,ID.4,560
2021,San Diego,BEV,Volvo,XC40,160
2021,San Diego,PHEV,Audi,A3 Sportback e-tron,11
2021,San Diego,PHEV,Audi,A7,8
2021,San Diego,PHEV,Audi,A8 L,1
2021,San Diego,PHEV,Audi,Q5,197
2021,San Diego,PHEV,Bentley,Bentayga,2
2021,San Diego,PHEV,BMW,3 Series,207
2021,San Diego,PHEV,BMW,5 Series,181
2021,San Diego,PHEV,BMW,7 Series,2
2021,San Diego,PHEV,BMW,i3 REx,100
2021,San Diego,PHEV,BMW,i8,12
2021,San Diego,PHEV,BMW,X3,116
2021,San Diego,PHEV,BMW,X5,203
2021,San Diego,PHEV,Chevrolet,Volt,37
2021,San Diego,PHEV,Chrysler,Pacifica Hybrid,239
2021,San Diego,PHEV,Ferrari,SF90 Stradale,5
2021,San Diego,PHEV,Ford,Escape PHEV,44
2021,San Diego,PHEV,Ford,Fusion Energi,66
2021,San Diego,PHEV,Honda,Clarity PHEV,215
2021,San Diego,PHEV,Hyundai,Ioniq PHEV,183
2021,San Diego,PHEV,Hyundai,Santa Fe PHEV,91
2021,San Diego,PHEV,Hyundai,Sonata PHEV,3
2021,San Diego,PHEV,Hyundai,Tucson PHEV,44
2021,San Diego,PHEV,Jeep,Wrangler Unlimited,411
2021,San Diego,PHEV,Karma,Revero,1
2021,San Diego,PHEV,Kia,Niro PHEV,142
2021,San Diego,PHEV,Kia,Optima PHEV,3
2021,San Diego,PHEV,Kia,Sorento PHEV,43
2021,San Diego,PHEV,Land Rover,Range Rover,6
2021,San Diego,PHEV,Land Rover,Range Rover Sport,5
2021,San Diego,PHEV,Lincoln,Aviator,23
2021,San Diego,PHEV,Lincoln,Corsair,3
2021,San Diego,PHEV,Mercedes-Benz,GLC,6
2021,San Diego,PHEV,Mercedes-Benz,GLE,1
2021,San Diego,PHEV,MINI,Countryman PHEV,15
2021,San Diego,PHEV,Mitsubishi,Outlander PHEV,33
2021,San Diego,PHEV,Porsche,Cayenne,38
2021,San Diego,PHEV,Porsche,Panamera,11
2021,San Diego,PHEV,Subaru,Crosstrek,115
2021,San Diego,PHEV,Toyota,Prius Prime,905
2021,San Diego,PHEV,Toyota,RAV4 Prime,830
2021,San Diego,PHEV,Volvo,S60,31
2021,San Diego,PHEV,Volvo,S90,4
2021,San Diego,PHEV,Volvo,V60,5
2021,San Diego,PHEV,Volvo,XC60,127
2021,San Diego,PHEV,Volvo,XC90,403
2021,San Diego,FCEV,Honda,Clarity Fuel Cell,9
2021,San Diego,FCEV,Hyundai,Nexo,23
2021,San Diego,FCEV,Toyota,Mirai,135
2021,San Francisco,BEV,Audi,e-tron,52
2021,San Francisco,BEV,Audi,e-tron GT,6
2021,San Francisco,BEV,Audi,e-tron Sportback,28
2021,San Francisco,BEV,Audi,RS e-tron GT,3
2021,San Francisco,BEV,BMW,i3,67
2021,San Francisco,BEV,Chevrolet,Bolt EUV,14
2021,San Francisco,BEV,Chevrolet,Bolt EV,358
2021,San Francisco,BEV,Ford,Mustang Mach-E,76
2021,San Francisco,BEV,Hyundai,Ioniq BEV,7
2021,San Francisco,BEV,Hyundai,Kona EV,51
2021,San Francisco,BEV,Jaguar,I-PACE,2
2021,San Francisco,BEV,Kia,Niro EV,46
2021,San Francisco,BEV,Lucid,Air,1
2021,San Francisco,BEV,Mazda,MX-30 EV,3
2021,San Francisco,BEV,Mercedes-Benz,EQS,1
2021,San Francisco,BEV,MINI,Hardtop 2 Door,51
2021,San Francisco,BEV,Nissan,Leaf,83
2021,San Francisco,BEV,Polestar,2,61
2021,San Francisco,BEV,Porsche,Taycan,60
2021,San Francisco,BEV,Rivian,R1T,12
2021,San Francisco,BEV,Smart,EQ Fortwo,1
2021,San Francisco,BEV,Tesla,Model 3,1714
2021,San Francisco,BEV,Tesla,Model S,149
2021,San Francisco,BEV,Tesla,Model X,48
2021,San Francisco,BEV,Tesla,Model Y,1895
2021,San Francisco,BEV,Volkswagen,e-Golf,8
2021,San Francisco,BEV,Volkswagen,ID.4,139
2021,San Francisco,BEV,Volvo,XC40,62
2021,San Francisco,PHEV,Audi,A3 Sportback e-tron,4
2021,San Francisco,PHEV,Audi,A7,3
2021,San Francisco,PHEV,Audi,Q5,125
2021,San Francisco,PHEV,BMW,3 Series,83
2021,San Francisco,PHEV,BMW,5 Series,43
2021,San Francisco,PHEV,BMW,i3 REx,75
2021,San Francisco,PHEV,BMW,i8,4
2021,San Francisco,PHEV,BMW,X3,85
2021,San Francisco,PHEV,BMW,X5,88
2021,San Francisco,PHEV,Chevrolet,Volt,2
2021,San Francisco,PHEV,Chrysler,Pacifica Hybrid,40
2021,San Francisco,PHEV,Ferrari,SF90 Stradale,3
2021,San Francisco,PHEV,Ford,Escape PHEV,10
2021,San Francisco,PHEV,Ford,Fusion Energi,5
2021,San Francisco,PHEV,Honda,Clarity PHEV,31
2021,San Francisco,PHEV,Hyundai,Ioniq PHEV,27
2021,San Francisco,PHEV,Hyundai,Santa Fe PHEV,5
2021,San Francisco,PHEV,Hyundai,Tucson PHEV,3
2021,San Francisco,PHEV,Jeep,Wrangler Unlimited,64
2021,San Francisco,PHEV,Kia,Niro PHEV,31
2021,San Francisco,PHEV,Kia,Optima PHEV,1
2021,San Francisco,PHEV,Kia,Sorento PHEV,1
2021,San Francisco,PHEV,Land Rover,Range Rover,6
2021,San Francisco,PHEV,Land Rover,Range Rover Sport,8
2021,San Francisco,PHEV,Lincoln,Aviator,1
2021,San Francisco,PHEV,Mercedes-Benz,GLC,1
2021,San Francisco,PHEV,MINI,Countryman PHEV,13
2021,San Francisco,PHEV,Mitsubishi,Outlander PHEV,4
2021,San Francisco,PHEV,Porsche,Cayenne,14
2021,San Francisco,PHEV,Porsche,Panamera,2
2021,San Francisco,PHEV,Subaru,Crosstrek,65
2021,San Francisco,PHEV,Toyota,Prius Prime,346
2021,San Francisco,PHEV,Toyota,RAV4 Prime,277
2021,San Francisco,PHEV,Volvo,S60,10
2021,San Francisco,PHEV,Volvo,S90,1
2021,San Francisco,PHEV,Volvo,V60,2
2021,San Francisco,PHEV,Volvo,XC60,92
2021,San Francisco,PHEV,Volvo,XC90,158
2021,San Francisco,FCEV,Honda,Clarity Fuel Cell,9
2021,San Francisco,FCEV,Hyundai,Nexo,7
2021,San Francisco,FCEV,Toyota,Mirai,65
2021,San Joaquin,BEV,Audi,e-tron,15
2021,San Joaquin,BEV,Audi,e-tron GT,2
2021,San Joaquin,BEV,Audi,e-tron Sportback,6
2021,San Joaquin,BEV,BMW,i3,1
2021,San Joaquin,BEV,Chevrolet,Bolt EUV,15
2021,San Joaquin,BEV,Chevrolet,Bolt EV,274
2021,San Joaquin,BEV,FIAT,500e,2
2021,San Joaquin,BEV,Ford,Mustang Mach-E,85
2021,San Joaquin,BEV,Hyundai,Ioniq BEV,12
2021,San Joaquin,BEV,Hyundai,Kona EV,29
2021,San Joaquin,BEV,Jaguar,I-PACE,3
2021,San Joaquin,BEV,Kia,Niro EV,14
2021,San Joaquin,BEV,Mercedes-Benz,EQS,1
2021,San Joaquin,BEV,MINI,Hardtop 2 Door,4
2021,San Joaquin,BEV,Nissan,Leaf,31
2021,San Joaquin,BEV,Polestar,2,3
2021,San Joaquin,BEV,Porsche,Taycan,9
2021,San Joaquin,BEV,Tesla,Model 3,974
2021,San Joaquin,BEV,Tesla,Model S,66
2021,San Joaquin,BEV,Tesla,Model X,16
2021,San Joaquin,BEV,Tesla,Model Y,763
2021,San Joaquin,BEV,Volkswagen,e-Golf,4
2021,San Joaquin,BEV,Volkswagen,ID.4,55
2021,San Joaquin,BEV,Volvo,XC40,5
2021,San Joaquin,PHEV,Audi,A7,1
2021,San Joaquin,PHEV,Audi,Q5,11
2021,San Joaquin,PHEV,BMW,3 Series,15
2021,San Joaquin,PHEV,BMW,5 Series,16
2021,San Joaquin,PHEV,BMW,i3 REx,2
2021,San Joaquin,PHEV,BMW,X3,10
2021,San Joaquin,PHEV,BMW,X5,16
2021,San Joaquin,PHEV,Chevrolet,Volt,3
2021,San Joaquin,PHEV,Chrysler,Pacifica Hybrid,48
2021,San Joaquin,PHEV,Ford,Escape PHEV,2
2021,San Joaquin,PHEV,Ford,Fusion Energi,12
2021,San Joaquin,PHEV,Honda,Clarity PHEV,49
2021,San Joaquin,PHEV,Hyundai,Ioniq PHEV,14
2021,San Joaquin,PHEV,Hyundai,Santa Fe PHEV,6
2021,San Joaquin,PHEV,Hyundai,Tucson PHEV,7
2021,San Joaquin,PHEV,Jeep,Wrangler Unlimited,70
2021,San Joaquin,PHEV,Kia,Niro PHEV,10
2021,San Joaquin,PHEV,Kia,Sorento PHEV,3
2021,San Joaquin,PHEV,Land Rover,Range Rover,1
2021,San Joaquin,PHEV,Land Rover,Range Rover Sport,1
2021,San Joaquin,PHEV,Lincoln,Aviator,7
2021,San Joaquin,PHEV,Lincoln,Corsair,2
2021,San Joaquin,PHEV,Mercedes-Benz,GLE,1
2021,San Joaquin,PHEV,Mitsubishi,Outlander PHEV,2
2021,San Joaquin,PHEV,Porsche,Cayenne,2
2021,San Joaquin,PHEV,Porsche,Panamera,1
2021,San Joaquin,PHEV,Subaru,Crosstrek,16
2021,San Joaquin,PHEV,Toyota,Prius Prime,202
2021,San Joaquin,PHEV,Toyota,RAV4 Prime,74
2021,San Joaquin,PHEV,Volvo,S60,1
2021,San Joaquin,PHEV,Volvo,XC60,5
2021,San Joaquin,PHEV,Volvo,XC90,19
2021,San Joaquin,FCEV,Hyundai,Nexo,1
2021,San Joaquin,FCEV,Toyota,Mirai,11
2021,San Luis Obispo,BEV,Audi,e-tron,4
2021,San Luis Obispo,BEV,Audi,e-tron GT,1
2021,San Luis Obispo,BEV,Audi,e-tron Sportback,2
2021,San Luis Obispo,BEV,BMW,i3,3
2021,San Luis Obispo,BEV,Chevrolet,Bolt EUV,9
2021,San Luis Obispo,BEV,Chevrolet,Bolt EV,125
2021,San Luis Obispo,BEV,Ford,Mustang Mach-E,38
2021,San Luis Obispo,BEV,Hyundai,Ioniq BEV,4
2021,San Luis Obispo,BEV,Hyundai,Kona EV,27
2021,San Luis Obispo,BEV,Jaguar,I-PACE,2
2021,San Luis Obispo,BEV,Kia,Niro EV,12
2021,San Luis Obispo,BEV,Mazda,MX-30 EV,1
2021,San Luis Obispo,BEV,Nissan,Leaf,17
2021,San Luis Obispo,BEV,Polestar,2,2
2021,San Luis Obispo,BEV,Porsche,Taycan,4
2021,San Luis Obispo,BEV,Rivian,R1T,1
2021,San Luis Obispo,BEV,Tesla,Model 3,284
2021,San Luis Obispo,BEV,Tesla,Model S,27
2021,San Luis Obispo,BEV,Tesla,Model X,3
2021,San Luis Obispo,BEV,Tesla,Model Y,336
2021,San Luis Obispo,BEV,Volkswagen,e-Golf,1
2021,San Luis Obispo,BEV,Volkswagen,ID.4,31
2021,San Luis Obispo,BEV,Volvo,XC40,17
2021,San Luis Obispo,PHEV,Audi,A3 Sportback e-tron,1
2021,San Luis Obispo,PHEV,Audi,Q5,7
2021,San Luis Obispo,PHEV,BMW,3 Series,5
2021,San Luis Obispo,PHEV,BMW,5 Series,16
2021,San Luis Obispo,PHEV,BMW,i3 REx,7
2021,San Luis Obispo,PHEV,BMW,i8,1
2021,San Luis Obispo,PHEV,BMW,X3,14
2021,San Luis Obispo,PHEV,BMW,X5,19
2021,San Luis Obispo,PHEV,Chrysler,Pacifica Hybrid,20
2021,San Luis Obispo,PHEV,Ferrari,SF90 Stradale,1
2021,San Luis Obispo,PHEV,Ford,Escape PHEV,3
2021,San Luis Obispo,PHEV,Ford,Fusion Energi,3
2021,San Luis Obispo,PHEV,Honda,Clarity PHEV,7
2021,San Luis Obispo,PHEV,Hyundai,Ioniq PHEV,9
2021,San Luis Obispo,PHEV,Hyundai,Santa Fe PHEV,7
2021,San Luis Obispo,PHEV,Hyundai,Tucson PHEV,3
2021,San Luis Obispo,PHEV,Jeep,Wrangler Unlimited,42
2021,San Luis Obispo,PHEV,Kia,Niro PHEV,5
2021,San Luis Obispo,PHEV,Kia,Sorento PHEV,5
2021,San Luis Obispo,PHEV,Lincoln,Aviator,2
2021,San Luis Obispo,PHEV,Mercedes-Benz,GLC,2
2021,San Luis Obispo,PHEV,MINI,Countryman PHEV,1
2021,San Luis Obispo,PHEV,Porsche,Cayenne,2
2021,San Luis Obispo,PHEV,Porsche,Panamera,1
2021,San Luis Obispo,PHEV,Subaru,Crosstrek,22
2021,San Luis Obispo,PHEV,Toyota,Prius Prime,76
2021,San Luis Obispo,PHEV,Toyota,RAV4 Prime,74
2021,San Luis Obispo,PHEV,Volvo,S60,2
2021,San Luis Obispo,PHEV,Volvo,S90,1
2021,San Luis Obispo,PHEV,Volvo,V60,1
2021,San Luis Obispo,PHEV,Volvo,XC60,11
2021,San Luis Obispo,PHEV,Volvo,XC90,22
2021,San Mateo,BEV,Audi,e-tron,82
2021,San Mateo,BEV,Audi,e-tron GT,7
2021,San Mateo,BEV,Audi,e-tron Sportback,34
2021,San Mateo,BEV,Audi,RS e-tron GT,4
2021,San Mateo,BEV,BMW,i3,40
2021,San Mateo,BEV,Chevrolet,Bolt EUV,20
2021,San Mateo,BEV,Chevrolet,Bolt EV,454
2021,San Mateo,BEV,Ford,Focus,1
2021,San Mateo,BEV,Ford,Mustang Mach-E,140
2021,San Mateo,BEV,Honda,Clarity BEV,2
2021,San Mateo,BEV,Hyundai,Ioniq BEV,7
2021,San Mateo,BEV,Hyundai,Kona EV,46
