year,car_main,previous_evs,household_income,importance_of_gge,homeowner,education,commute_distance,age,gender,number_of_vehicles,annual_miles
2016,2016 Tesla Model S,1,475000,-1.87,1,4,42.08,45,0,2,14400.0
2016,2015 Ford Fusion Energi,1,225000,-2.46,1,3,19.27,65,0,2,37325.45455
2015,2013 Nissan Leaf,1,500000,2.07,1,3,4.12,45,0,3,7043.478261
2016,2015 Nissan Leaf,1,500000,-1.08,1,4,15.54,55,0,2,8500.0
2017,2016 Audi A3 Sportback e-tron,1,75000,2.85,0,3,25.81,65,0,2,6120.0
2015,2013 Ford Fusion Energi,1,275000,0.0,0,2,16.75,45,0,2,12000.0
2017,2016 Hyundai Sonata Plug-in Hybrid,1,125000,2.4,1,4,14.63,35,1,2,14754.0
2015,2013 Toyota Prius Plug-in,1,225000,2.16,1,4,19.38,55,1,3,11987.55556
2016,2015 Nissan Leaf,1,225000,2.73,1,2,6.46,35,0,2,6000.0
2017,2017 Chevrolet Bolt EV,1,125000,-0.68,0,2,5.5,55,0,1,19372.8
2015,2015 Ford Fusion Energi,1,375000,2.61,1,3,40.34,55,0,4,18000.0
2016,2016 Tesla Model S,1,500000,0.0,1,3,11.36,45,0,2,10500.0
2016,2015 Tesla Model S,1,125000,0.46,1,3,14.0,55,0,2,13411.76471
2017,2016 Tesla Model X,1,175000,-2.73,1,3,9.7,25,0,3,11200.0
2016,2015 Chevrolet Volt,1,125000,2.73,1,4,34.27,65,0,3,15523.63636
2017,2015 Toyota Prius Plug-in,1,75000,-1.24,0,4,1.55,65,1,1,10451.6129
2015,2014 Chevrolet Volt,1,375000,1.81,1,3,0.87,55,1,3,11076.92308
2017,2017 Chevrolet Bolt EV,1,175000,2.83,1,4,3.46,55,0,3,9120.0
2015,2013 Toyota Prius Plug-in,1,275000,2.67,1,4,5.37,35,0,2,7200.0
2015,2012 Toyota Prius Plug-in,1,275000,2.51,1,4,2.01,45,0,3,18788.25
2015,2013 Chevrolet Volt,1,75000,2.92,1,4,2.45,65,0,1,8160.0
2017,2016 Chevrolet Volt,1,175000,2.37,1,4,17.66,55,0,4,16445.45455
2017,2016 Nissan Leaf,1,175000,0.2,1,3,3.5,45,0,3,8571.428571
2017,2016 Audi A3 Sportback e-tron,1,275000,1.35,1,2,8.02,55,0,3,7371.428571
2016,2015 Nissan Leaf,1,125000,2.2,1,3,5.0,45,1,3,16007.2
2015,2013 Tesla Model S,1,475000,0.0,1,3,14.97,55,0,2,17982.54545
2017,2017 Nissan Leaf,1,125000,2.78,1,4,2.7,55,1,3,10720.0
2015,2013 Nissan Leaf,1,325000,-0.8,1,3,22.97,35,0,2,11520.0
2017,2017 Chevrolet Volt,1,125000,0.75,0,4,22.01,35,1,4,18000.0
2017,2017 Ford C-Max Energi,1,50000,2.7,0,3,5.61,35,0,1,10200.0
2015,2014 Toyota Prius Plug-in,1,50000,2.63,0,2,12.37,35,1,1,23076.92308
2016,2015 Tesla Model S,1,375000,2.44,1,3,4.14,75,0,3,8916.0
2015,2013 Smart fortwo,1,275000,-3.0,1,2,29.39,55,0,4,10020.0
2015,2013 Chevrolet Volt,1,125000,2.65,1,4,2.31,45,1,2,6653.5
2017,2016 Tesla Model S,1,175000,2.78,0,3,4.6,35,1,1,15540.0
2017,2017 Chevrolet Bolt EV,1,225000,0.68,1,4,17.34,35,1,2,13500.0
2015,2013 Toyota RAV4 EV,1,500000,0.0,1,4,21.35,55,0,3,15653.73913
2015,2015 Chevrolet Volt,1,125000,-0.55,1,3,8.95,35,0,2,12230.76923
2017,2017 Chevrolet Volt,1,75000,-1.0,1,4,6.94,35,0,1,8400.0
2017,2016 Volkswagen e-Golf,1,275000,0.67,0,4,12.56,45,0,2,7500.0
2017,2017 Toyota Prius Prime,1,50000,2.87,1,3,19.19,25,0,3,18000.0
2016,2015 Nissan Leaf,1,125000,-2.88,1,4,25.09,35,0,2,7636.363636
2015,2013 Chevrolet Volt,1,225000,0.0,1,2,41.02,55,0,3,21993.29032
2016,2015 Tesla Model S,1,175000,2.57,1,4,23.42,75,0,2,10025.0
2017,2015 Toyota Prius Plug-in,1,225000,-2.32,1,2,6.78,55,0,4,9857.142857
2016,2014 Ford C-Max Energi,1,275000,0.0,1,3,22.58,45,0,2,18841.92
2016,2016 Chevrolet Volt,1,125000,-3.0,0,2,111.03,55,0,5,49500.0
2016,2016 Volkswagen e-Golf,1,175000,2.78,1,3,3.07,55,0,2,8494.666667
2015,2014 Toyota Prius Plug-in,1,125000,1.82,0,3,6.07,55,0,2,10050.0
2017,2017 Chevrolet Bolt EV,1,125000,2.03,0,4,10.06,35,0,2,22000.0
2017,2016 Nissan Leaf,1,175000,2.78,1,4,19.51,55,0,2,12600.0
2015,2014 Tesla Model S,1,75000,2.07,1,3,2.36,35,1,3,20384.0
2016,2016 Volkswagen e-Golf,1,125000,2.54,1,4,13.12,75,0,2,7650.0
2017,2017 Chevrolet Bolt EV,1,75000,2.96,0,3,11.88,35,1,2,8013.333333
2016,2015 Tesla Model S,1,275000,2.63,1,4,4.78,65,0,2,10718.0
2015,2013 Fiat 500e,1,375000,-3.0,1,3,4.94,55,0,3,6987.0
2016,2016 Nissan Leaf,1,275000,-3.0,1,4,15.91,45,0,2,12000.0
2015,2013 Nissan Leaf,1,175000,2.5,1,3,40.73,45,0,3,27272.72727
2017,2016 Nissan Leaf,1,225000,1.52,1,3,28.21,45,0,3,10400.0
2016,2015 Ford Fusion Energi,1,175000,1.73,1,1,4.53,75,0,2,11949.33333
2015,2013 Nissan Leaf,1,175000,2.75,1,3,4.03,55,0,3,10590.0
2016,2015 BMW i3,1,425000,2.56,1,3,15.36,45,0,2,10.42235294
2016,2015 Nissan Leaf,1,125000,0.0,0,3,7.36,35,0,2,7000.0
2017,2017 Chevrolet Volt,1,125000,1.33,0,4,6.72,35,0,1,6545.454545
2017,2012 Toyota Prius Plug-in,1,175000,1.3,0,4,24.18,35,0,1,23365.71429
2017,2017 Toyota Mirai,1,175000,0.0,0,3,24.21,35,1,2,11850.0
2015,2013 Honda Fit EV,1,325000,2.44,1,3,11.22,55,0,3,12500.0
2016,2015 BMW i3,1,225000,2.81,1,2,25.19,65,0,2,15752.72727
2016,2015 Nissan Leaf,1,175000,-3.0,1,3,7.93,55,0,2,9526.0
2015,2012 Chevrolet Volt,1,175000,2.73,1,4,3.14,55,0,3,9658.545455
2015,2014 Chevrolet Spark EV,1,125000,2.82,1,3,8.54,55,1,5,11880.0
2016,2016 Tesla Model S,1,175000,2.61,1,3,5.82,65,0,1,11500.0
2017,2016 Audi A3 Sportback e-tron,1,225000,1.59,1,4,2.32,75,0,2,7245.818182
2016,2016 Volkswagen e-Golf,1,225000,-2.71,1,3,23.63,45,0,3,14844.0
2017,2016 Volkswagen e-Golf,1,125000,1.67,0,3,0.96,25,1,2,6000.0
2017,2016 Volkswagen e-Golf,1,425000,-3.0,1,2,8.91,45,0,2,11250.0
2015,2013 Ford C-Max Energi,1,375000,0.0,1,4,2.39,45,0,3,9251.2
2017,2016 Nissan Leaf,1,375000,0.0,1,3,11.41,35,1,3,12000.0
2016,2015 Tesla Model S,1,125000,2.66,1,4,8.08,65,1,1,8184.0
2017,2017 Chevrolet Bolt EV,1,125000,2.52,1,1,9.04,35,0,1,12120.0
2015,2014 Chevrolet Volt,1,125000,-3.0,1,4,30.58,55,0,2,43308.0
2015,2013 Fiat 500e,1,375000,2.75,1,4,38.64,45,0,4,3692.307692
2015,2014 Smart fortwo,1,50000,0.0,0,4,22.14,45,1,2,13300.0
2017,2016 Ford Focus,1,175000,-0.53,1,4,17.56,65,0,4,10000.0
2016,2014 BMW i3,1,425000,2.88,1,4,12.8,55,0,3,8996.347826
2016,2015 Tesla Model S,1,225000,-3.0,1,2,13.9,35,0,5,18600.0
2017,2017 Chevrolet Bolt EV,1,125000,2.58,1,3,7.03,65,0,1,5947.2
2016,2015 Tesla Model S,1,125000,2.93,1,4,7.81,75,0,2,11286.54545
2015,2013 Fiat 500e,1,500000,1.16,1,4,1.59,45,0,2,9000.0
2016,2015 Nissan Leaf,1,125000,2.75,1,3,0.62,75,0,2,8280.0
2015,2012 Tesla Model S,1,500000,0.24,1,4,8.45,45,0,2,10285.71429
2015,2014 Fiat 500e,1,175000,1.89,1,4,10.32,35,0,2,17724.0
2016,2016 Chevrolet Volt,1,175000,0.47,1,2,48.52,45,0,3,30150.0
2016,2013 Ford C-Max Energi,1,175000,1.73,1,3,21.0,35,1,3,24631.57895
2017,2016 Audi A3 Sportback e-tron,1,325000,0.0,1,4,2.66,45,0,2,2945.454545
2015,2012 Chevrolet Volt,1,175000,1.78,1,2,8.46,55,0,2,8988.0
2015,2014 Nissan Leaf,1,175000,2.58,1,3,5.82,45,0,3,12200.0
2016,2016 Chevrolet Volt,1,225000,2.64,1,4,0.64,65,0,2,13506.0
2015,2013 Ford Fusion Energi,1,175000,2.55,1,3,12.59,65,1,2,38749.71429
2015,2014 Toyota Prius Plug-in,1,125000,0.0,1,3,33.9,35,0,2,12004.8
2017,2017 Chevrolet Bolt EV,1,75000,0.25,1,3,8.62,35,0,2,8348.0
2015,2012 Toyota RAV4 EV,1,425000,2.57,1,4,19.94,45,0,4,11538.46154
2017,2017 Toyota Prius Prime,1,125000,1.52,1,4,17.25,35,0,3,12171.42857
2017,2016 BMW i3,1,475000,2.62,1,4,30.53,45,0,3,8000.0
2017,2014 Toyota Prius Plug-in,1,425000,2.84,1,4,3.75,55,0,2,17142.85714
2017,2016 BMW i3,1,125000,2.71,0,4,2.46,35,0,2,8500.0
2016,2015 Nissan Leaf,1,175000,0.82,1,4,6.18,45,1,2,3000.0
2017,2017 Chevrolet Volt,1,175000,2.63,1,2,5.57,35,0,2,7366.5
2015,2014 Ford Fusion Energi,1,275000,-1.67,0,4,33.09,25,0,2,22500.0
2015,2015 Fiat 500e,1,275000,0.0,1,4,11.75,25,0,5,3000.0
2017,2017 Chevrolet Bolt EV,1,125000,2.57,1,3,14.79,65,0,2,9808.8
2017,2016 Hyundai Sonata Plug-in Hybrid,1,50000,2.65,1,2,5.85,65,0,2,17968.36364
2016,2016 Ford Fusion Energi,1,175000,1.33,0,2,32.8,45,0,2,20693.33333
2016,2016 Fiat 500e,1,75000,0.0,0,3,17.74,25,1,2,10400.0
2016,2015 Nissan Leaf,1,125000,2.59,1,4,19.41,35,0,1,14760.0
2015,2014 Ford Fusion Energi,1,500000,2.65,1,2,20.88,75,0,3,13333.33333
2015,2013 Chevrolet Volt,1,225000,2.69,1,3,19.35,45,0,2,9841.875
2016,2015 Ford Fusion Energi,1,175000,2.46,0,1,32.34,75,0,2,19282.10526
2016,2016 Ford Fusion Energi,1,175000,0.0,0,3,13.63,45,0,2,7500.0
2016,2015 Nissan Leaf,1,225000,-3.0,1,3,24.67,55,0,5,15468.46154
2016,2016 Chevrolet Volt,1,225000,2.35,1,4,4.51,35,0,3,20268.0
2017,2017 Chevrolet Volt,1,175000,2.83,1,3,1.28,65,0,1,6942.857143
2016,2015 Nissan Leaf,1,75000,2.72,1,4,11.77,45,0,1,12683.2
2016,2015 Tesla Model S,1,275000,2.23,1,3,5.32,45,0,2,9272.727273
2015,2013 Ford C-Max Energi,1,325000,0.0,1,3,40.38,65,0,4,20000.0
2015,2013 Tesla Model S,1,75000,2.1,1,4,3.82,65,0,3,9245.076923
2015,2013 Tesla Model S,1,325000,1.11,1,4,19.66,65,0,4,7246.153846
2015,2014 Chevrolet Volt,1,275000,-0.62,1,4,25.3,65,1,3,9000.0
2015,2013 Tesla Model S,1,500000,2.76,1,4,4.63,55,0,2,11400.0
2017,2014 Toyota Prius Plug-in,1,225000,-3.0,1,3,16.27,45,0,4,20048.78049
2016,2014 Ford C-Max Energi,1,125000,-1.63,1,2,35.96,65,0,3,13500.77419
2015,2014 Ford Focus Electric,1,125000,1.01,1,4,16.11,35,0,2,12525.0
2016,2014 BMW i3,1,325000,2.47,1,4,12.29,45,0,2,7000.0
2015,2013 Chevrolet Volt,1,125000,2.14,1,4,20.08,65,1,1,12000.0
2016,2015 Chevrolet Volt,1,225000,0.0,1,3,37.27,35,0,3,17698.4
2016,2014 Ford C-Max Energi,1,175000,0.69,1,4,44.32,55,1,2,22088.88889
2017,2017 Chevrolet Bolt EV,1,175000,2.31,1,3,47.17,55,0,2,15360.0
2016,2016 Chevrolet Volt,1,75000,1.46,1,3,2.27,75,0,5,7000.0
2017,2017 Toyota Mirai,1,275000,1.64,1,4,34.32,25,0,4,12000.0
2017,2016 Volkswagen e-Golf,1,225000,-2.33,0,3,5.27,35,0,4,5280.0
2016,2015 Nissan Leaf,1,225000,2.67,1,4,19.98,55,1,2,12873.81818
2016,2016 Volkswagen e-Golf,1,175000,1.76,1,3,32.14,45,1,3,12907.2
2016,2015 Tesla Model S,1,225000,0.0,1,3,3.93,65,0,5,14400.0
2015,2013 Ford Fusion Energi,1,175000,1.47,1,4,83.85,55,0,3,19800.0
2015,2015 Fiat 500e,1,125000,2.64,0,4,7.81,35,1,2,12000.0
2015,2012 Toyota Prius Plug-in,1,325000,0.3,1,4,36.39,55,1,4,23250.0
2016,2014 Chevrolet Volt,1,125000,2.75,1,3,14.48,45,0,2,9130.434783
2016,2016 Chevrolet Volt,1,325000,2.91,0,3,10.57,25,0,1,12000.0
2016,2016 Chevrolet Volt,1,125000,2.8,1,3,1.61,45,0,2,14571.42857
2016,2015 Nissan Leaf,1,225000,1.79,0,4,14.2,35,1,2,10909.09091
2016,2015 Nissan Leaf,1,225000,2.67,1,4,3.38,65,0,2,7500.0
2015,2012 Toyota Prius Plug-in,1,225000,2.59,1,4,8.01,55,0,3,10944.94737
2017,2017 Chevrolet Volt,1,275000,0.0,1,2,30.08,45,0,2,13168.5
2017,2017 Toyota Prius Prime,1,75000,1.59,1,2,7.26,55,0,4,12060.0
2015,2014 Ford C-Max Energi,1,175000,2.61,1,4,25.69,45,1,1,10500.0
2015,2014 Toyota RAV4 EV,1,175000,2.83,1,3,6.69,55,1,2,13011.69231
2016,2015 BMW i3,1,475000,0.63,1,3,13.53,35,0,2,9500.0
2017,2017 Chevrolet Bolt EV,1,125000,2.79,1,4,26.99,65,0,2,15388.0
2015,2012 Nissan Leaf,1,225000,2.66,1,3,17.35,35,0,3,6620.689655
2017,2017 Audi A3 Sportback e-tron,1,175000,0.0,1,3,22.72,45,1,2,7458.0
2017,2017 Chevrolet Volt,1,375000,2.65,0,4,14.01,45,0,2,-118800.0
2016,2015 Tesla Model S,1,125000,1.24,1,4,2.54,55,0,3,13640.0
2016,2015 Tesla Model S,1,500000,1.28,1,4,3.42,65,0,2,14700.0
2015,2014 Smart fortwo,1,50000,0.89,1,2,6.63,18,0,2,6139.2
2015,2014 BMW i3,1,225000,2.75,1,3,8.76,55,0,2,10500.0
2015,2014 Chevrolet Volt,1,175000,1.99,1,4,22.73,65,0,3,8708.4
2015,2014 Ford Focus Electric,1,175000,1.68,1,3,2.19,45,0,2,7200.0
2016,2015 Tesla Model S,1,175000,2.64,1,4,23.18,65,0,2,7706.769231
2015,2013 Tesla Model S,1,325000,-3.0,1,4,18.17,75,0,5,11973.84615
2015,2013 Tesla Model S,1,175000,2.7,1,4,60.06,65,0,2,9000.0
2016,2015 Ford Fusion Energi,1,125000,-3.0,1,2,17.75,45,0,3,9356.25
2015,2013 Tesla Model S,1,275000,0.5,1,3,14.06,45,0,2,13263.15789
2015,2014 Ford Fusion Energi,1,125000,-1.77,1,2,24.07,45,0,2,13000.0
2017,2017 Toyota Prius Prime,1,125000,-3.0,0,2,18.46,55,0,1,33600.0
2017,2017 Tesla Model X,1,325000,2.66,1,3,23.82,45,0,4,12000.0
2015,2014 Ford Fusion Energi,1,75000,2.78,1,2,0.88,65,0,2,6125.647059
2017,2017 Toyota Mirai,1,75000,2.82,0,4,49.05,25,1,3,5810.526316
2015,2012 Chevrolet Volt,1,225000,2.26,1,2,3.03,55,0,3,4615.384615
2016,2015 Ford C-Max Energi,1,125000,2.61,1,3,6.13,35,1,1,7938.461538
2016,2016 FIAT 500e,1,50000,2.59,0,3,3.01,35,1,2,3031.578947
2017,2017 Toyota Prius Prime,1,175000,2.61,0,4,8.16,55,1,2,13000.0
2016,2016 Nissan Leaf,1,275000,1.65,1,4,23.4,65,1,3,7335.6
2016,2016 Chevrolet Volt,1,225000,2.65,1,3,11.09,45,0,3,13110.46154
2015,2014 Ford C-Max Energi,1,475000,0.37,1,4,3.2,45,0,2,6000.0
2017,2017 Toyota Prius Prime,1,125000,-3.0,1,4,79.07,45,1,3,24000.0
2017,2017 Chevrolet Bolt EV,1,275000,2.58,1,2,13.17,55,0,2,10800.0
2016,2015 Nissan Leaf,1,175000,2.44,1,4,6.02,35,1,3,17001.6
2017,2017 Chevrolet Volt,1,225000,2.76,1,3,7.71,55,0,2,8784.0
2016,2015 Ford Fusion Energi,1,175000,1.75,1,3,9.64,45,1,2,21000.0
2017,2016 Nissan Leaf,1,225000,2.57,1,3,17.91,45,1,2,14666.66667
2016,2015 Nissan Leaf,1,175000,2.69,0,3,8.42,35,0,2,7721.73913
2016,2017 Chevrolet Volt,1,175000,2.8,0,4,24.97,65,0,3,9800.0
2016,2015 Ford Fusion Energi,1,125000,2.13,1,2,37.67,55,1,2,12867.69231
2017,2017 Chevrolet Bolt EV,1,125000,2.96,1,3,3.63,65,0,1,6513.0
2015,2014 Fiat 500e,1,225000,2.61,1,3,28.79,55,1,4,10836.0
2017,2017 Hyundai Sonata Plug-in Hybrid,1,75000,2.24,0,3,29.42,35,0,2,15600.0
2015,2014 Honda Fit EV,1,325000,2.57,1,4,14.91,55,0,3,14175.0
2015,2013 Toyota Prius Plug-in,1,125000,2.78,1,3,8.64,65,0,3,12888.88889
2017,2017 Chevrolet Bolt EV,1,75000,0.66,1,2,44.75,45,0,3,27600.0
2017,2016 Tesla Model S,1,75000,0.63,1,3,62.23,35,0,1,12000.0
2015,2013 Nissan Leaf,1,425000,2.53,1,4,17.29,45,0,2,12727.38462
2015,2015 Nissan Leaf,1,75000,-2.99,1,2,4.92,65,0,2,6208.0
2017,2017 Chevrolet Bolt EV,1,175000,2.77,1,3,12.53,35,1,5,9585.0
2016,2014 Ford C-Max Energi,1,175000,2.6,1,3,13.96,35,1,2,12192.54545
2016,2014 BMW i3,1,175000,2.43,1,4,28.82,35,1,2,13488.0
2016,2015 BMW i3,1,325000,-1.79,1,4,0.91,45,0,2,3600.0
2015,2012 Toyota Prius Plug-in,1,50000,2.62,0,3,3.8,45,0,1,8800.0
2017,2017 Toyota Prius Prime,1,50000,0.19,1,2,25.41,65,0,2,11161.71429
2015,2013 Nissan Leaf,1,125000,0.35,0,4,15.55,25,0,2,4888.888889
2016,2016 Chevrolet Volt,1,75000,1.7,0,2,7.06,35,1,3,12600.0
2015,2012 Toyota Prius Plug-in,1,175000,2.8,1,4,37.08,75,0,2,17714.28571
2016,2015 Tesla Model S,1,500000,2.75,1,3,33.27,45,0,3,9666.666667
2016,2016 Volkswagen e-Golf,1,125000,2.42,1,3,20.45,35,0,3,9840.0
2017,2017 Toyota Prius Prime,1,175000,2.8,1,2,3.97,45,1,3,24624.0
2015,2012 Toyota Prius Plug-in,1,125000,2.09,1,4,32.42,75,1,2,19343.6129
2016,2015 Nissan Leaf,1,125000,2.73,1,4,2.68,65,1,2,4672.8
2017,2017 Chevrolet Bolt EV,1,275000,0.0,1,4,27.79,45,0,2,9132.0
2016,2016 Tesla Model S,1,500000,2.68,1,4,77.71,55,0,2,28920.0
2017,2017 BMW i3,1,275000,1.3,1,4,5.01,55,0,2,6000.0
2015,2014 Ford Fusion Energi,1,175000,2.65,1,3,38.92,25,1,2,21000.0
2017,2013 Toyota Prius Plug-in,1,500000,2.63,1,3,2.22,55,1,3,5484.685714
2016,2016 Fiat 500e,1,175000,1.51,0,3,7.92,25,0,4,7350.0
2016,2015 Nissan Leaf,1,175000,2.67,1,4,4.26,45,0,2,4694.086957
2015,2013 Tesla Model S,1,175000,1.8,1,4,11.67,55,0,2,7058.823529
2015,2013 Toyota Prius Plug-in,1,125000,-1.7,1,3,24.62,35,0,2,13552.94118
2015,2014 BMW i3,1,325000,2.21,1,4,6.74,35,0,1,10560.0
2015,2014 Toyota Prius Plug-in,1,125000,0.0,1,4,4.18,65,0,2,6500.307692
2016,2015 Tesla Model S,1,375000,0.0,0,4,64.44,55,0,1,18375.0
2016,2016 Kia Soul EV,1,275000,2.39,1,3,16.23,65,0,3,10682.4
2015,2014 Tesla Model S,1,175000,0.0,1,3,7.83,55,0,2,7777.714286
2015,2013 Tesla Model S,1,500000,0.79,1,4,3.73,45,0,4,5806.451613
2015,2014 Chevrolet Volt,1,225000,2.86,1,4,3.11,55,0,1,9176.470588
2015,2014 Chevrolet Volt,1,175000,1.16,1,2,3.38,45,0,2,7680.0
2015,2012 Toyota Prius Plug-in,1,175000,2.83,1,3,27.51,45,0,2,17625.0
2017,2016 Nissan Leaf,1,225000,2.23,1,3,7.45,55,1,2,8571.428571
2017,2016 BMW i3,1,50000,0.0,0,4,6.0,55,0,3,8355.272727
2017,2016 Tesla Model X,1,275000,2.74,1,3,0.71,80,0,2,7850.0
2016,2016 Nissan Leaf,1,175000,2.6,1,4,8.83,55,0,3,16800.0
2016,2015 Nissan Leaf,1,225000,1.46,1,4,14.49,45,1,2,11428.57143
2017,2017 Chevrolet Bolt EV,1,175000,2.66,1,4,82.53,35,1,2,21600.0
2015,2014 Ford C-Max Energi,1,75000,-2.89,1,2,68.31,35,1,2,11470.66667
2016,2015 BMW i3,1,175000,2.77,0,4,7.06,35,0,2,5028.0
2016,2016 Tesla Model S,1,225000,2.45,1,4,4.89,55,0,2,13028.57143
2015,2013 Nissan Leaf,1,125000,-3.0,1,4,9.31,35,0,3,7714.285714
2015,2013 Fiat 500e,1,500000,-2.74,1,3,14.42,45,0,3,7428.571429
2017,2015 Toyota Prius Plug-in,1,175000,2.18,1,4,37.55,45,0,2,18750.0
2016,2016 Chevrolet Volt,1,275000,2.15,1,4,22.5,35,1,2,10800.0
2015,2014 Nissan Leaf,1,125000,2.26,0,4,17.58,35,0,2,13600.0
2017,2016 Toyota Mirai,1,225000,1.28,1,4,66.35,55,1,2,24000.0
2016,2016 Ford C-Max Energi,1,75000,-1.72,0,3,39.24,55,0,1,7798.5
2015,2014 BMW i3,1,325000,2.76,1,3,4.1,55,1,2,3819.0
2015,2013 Tesla Model S,1,125000,2.78,1,4,5.56,55,1,2,13826.08696
2015,2012 Toyota Prius Plug-in,1,75000,2.57,1,2,35.29,65,0,2,13284.8
2017,2014 Toyota Prius Plug-in,1,125000,2.51,1,3,15.31,35,0,2,16975.60976
2017,2017 Chevrolet Bolt EV,1,175000,2.73,1,4,15.92,65,0,4,18857.14286
2015,2015 Fiat 500e,1,225000,-1.07,1,4,2.24,45,0,2,7434.0
2015,2014 Chevrolet Volt,1,175000,2.38,1,4,36.62,55,1,4,26580.66667
2017,2017 Chevrolet Bolt EV,1,175000,0.02,1,4,16.97,65,0,2,5142.857143
2016,2016 Volkswagen e-Golf,1,125000,2.55,1,3,1.44,45,0,2,5250.0
2016,2016 Chevrolet Volt,1,125000,2.71,1,3,10.8,55,1,4,15078.66667
2017,2017 Audi A3 Sportback e-tron,1,50000,1.89,1,4,11.67,45,1,1,6000.0
2015,2014 Toyota Prius Plug-in,1,125000,1.22,1,4,14.21,25,0,2,20571.42857
2017,2017 Chevrolet Bolt EV,1,375000,-2.88,1,4,11.04,25,0,2,14100.0
2016,2016 Volkswagen e-Golf,1,225000,2.3,1,3,20.52,55,1,3,8000.0
2015,2012 Nissan Leaf,1,275000,0.13,1,3,3.33,45,0,3,9600.0
2015,2014 Nissan Leaf,1,175000,2.8,1,3,21.74,55,0,3,13300.0
2017,2017 Chevrolet Volt,1,175000,1.47,1,3,21.56,75,0,2,7950.0
2017,2016 Nissan Leaf,1,125000,2.93,0,4,8.07,35,0,2,6327.272727
2015,2014 Ford Fusion Energi,1,125000,2.45,1,3,22.71,55,0,2,22461.23077
2015,2013 Nissan Leaf,1,125000,1.8,0,3,27.14,25,1,2,13565.21739
2015,2013 Ford Focus Electric,1,50000,1.26,1,2,15.48,35,1,3,13846.15385
2017,2017 Audi A3 Sportback e-tron,1,75000,-2.82,0,3,36.18,35,1,1,28560.0
2017,2016 Nissan Leaf,1,275000,1.19,1,3,37.46,55,0,3,15000.0
2016,2015 Tesla Model S,1,175000,2.76,1,3,488.96,55,1,5,5600.0
2017,2017 Toyota Prius Prime,1,500000,2.78,1,3,16.13,55,0,2,6849.6
2015,2013 Chevrolet Volt,1,125000,1.56,1,3,54.3,35,0,2,21295.0
2016,2015 Ford Fusion Energi,1,125000,0.48,1,2,9.68,55,0,4,13626.66667
2015,2014 Mercedes-Benz B-Class Electric Drive,1,125000,2.67,1,3,3.84,75,0,2,3600.0
2016,2016 Ford Fusion Energi,1,75000,-3.0,0,3,42.28,35,0,1,13500.0
2015,2014 Toyota Prius Plug-in,1,175000,2.01,1,3,11.11,45,0,2,8727.272727
2017,2016 Tesla Model S,1,500000,2.65,1,3,17.64,45,0,4,8000.0
2017,2016 Tesla Model X,1,225000,2.69,1,3,43.97,35,0,2,8640.0
2017,2016 Nissan Leaf,1,275000,2.96,1,3,20.51,55,1,2,9390.0
2017,2016 Tesla Model X,1,125000,2.59,1,3,4.57,35,0,3,15000.0
2016,2015 Ford C-Max Energi,1,125000,2.77,0,3,7.98,65,1,1,8265.0
2017,2016 Volkswagen e-Golf,1,175000,-3.0,1,4,49.11,35,0,2,15092.0
2015,2014 Tesla Model S,1,275000,2.61,1,4,18.25,55,0,4,14100.0
2016,2015 Nissan Leaf,1,125000,2.71,0,4,37.42,55,0,2,10418.18182
2017,2016 Toyota Mirai,1,225000,2.55,1,4,20.2,65,0,2,11621.05263
2017,2017 Chevrolet Volt,1,175000,2.65,0,4,13.16,55,0,4,5432.0
2017,2017 Chevrolet Volt,1,375000,0.75,1,3,13.88,55,0,5,18574.28571
2017,2017 Chevrolet Volt,1,325000,1.82,1,4,9.62,35,0,2,5400.0
2016,2015 Tesla Model S,1,500000,-3.0,1,4,6.75,45,0,2,14170.15385
2017,2016 Tesla Model S,1,500000,2.42,1,4,3.27,55,0,3,9000.0
2016,2016 Chevrolet Volt,1,225000,0.0,1,4,23.29,45,0,5,-180000.0
2015,2013 Nissan Leaf,1,125000,2.16,1,2,3.56,55,1,3,8815.384615
2015,2013 Fiat 500e,1,500000,2.68,1,4,2.08,55,1,3,3238.0
2016,2016 Kia Soul EV,1,125000,2.76,0,3,8.63,35,0,2,6276.923077
2015,2014 Fiat 500e,1,75000,2.79,0,2,17.97,65,0,2,7090.909091
2017,2017 Audi A3 Sportback e-tron,1,125000,2.7,0,4,27.96,45,1,1,15900.0
2015,2013 Toyota Prius Plug-in,1,125000,-2.79,1,4,8.24,75,0,4,8000.0
2017,2017 Chevrolet Volt,1,175000,2.67,1,3,34.1,35,0,2,12000.0
2016,2015 Nissan Leaf,1,425000,2.68,1,4,5.97,35,0,2,3671.076923
2017,2017 Chevrolet Bolt EV,1,175000,2.71,1,3,27.0,55,0,2,12000.0
2015,2012 Chevrolet Volt,1,475000,-2.66,1,4,26.04,45,0,3,12705.88235
2016,2014 Ford C-Max Energi,1,175000,2.08,1,4,17.04,55,0,3,25826.08696
2017,2017 Toyota Prius Prime,1,175000,2.79,1,4,14.28,65,1,2,12000.0
2016,2016 Nissan Leaf,1,425000,0.16,1,4,18.16,35,0,2,10666.66667
2016,2015 Nissan Leaf,1,175000,1.7,1,4,15.01,35,0,2,1110.947368
2016,2015 Ford C-Max Energi,1,125000,0.0,1,3,44.81,55,0,4,21428.57143
2016,2016 Tesla Model S,1,175000,1.58,1,3,13.69,75,1,3,3170.4
